,Negative,Neutral,Positive
120200,0,0.728,0.272
120201,0,0.725,0.275
120202,0,1,0
120203,0,1,0
120204,0.064,0.809,0.127
120205,0.274,0.726,0
120206,0,1,0
120207,0,1,0
120208,0.177,0.823,0
120209,0,1,0
120210,0.227,0.584,0.188
120211,0,1,0
120212,0,1,0
120213,0,0.803,0.197
120214,0,0.69,0.31
120215,0,1,0
120216,0,1,0
120217,0,0.734,0.266
120218,0,1,0
120219,0,1,0
120220,0.412,0.588,0
120221,0.091,0.909,0
120222,0,1,0
120223,0,0.501,0.499
120224,0,0.501,0.499
120225,0,0.659,0.341
120226,0,0.886,0.114
120227,0.173,0.827,0
120228,0.211,0.789,0
120229,0,0.658,0.342
120230,0,0.828,0.172
120231,0,1,0
120232,0,0.597,0.403
120233,0,0.524,0.476
120234,0,0.782,0.218
120235,0,1,0
120236,0,1,0
120237,0.107,0.83,0.063
120238,0,0.339,0.661
120239,0,0.411,0.589
120240,0,0.154,0.846
120241,0,1,0
120242,0.319,0.681,0
120243,0,0.631,0.369
120244,0,0.625,0.375
120245,0,0.725,0.275
120246,0,0.208,0.792
120247,0.341,0.659,0
120248,0,1,0
120249,0,0.746,0.254
120250,0,1,0
120251,0.124,0.876,0
120252,0,0.273,0.727
120253,0.477,0.523,0
120254,0.102,0.898,0
120255,0,0.528,0.472
120256,0,0.819,0.181
120257,0.186,0.59,0.224
120258,0,0.328,0.672
120259,0.206,0.794,0
120260,0,1,0
120261,0.132,0.78,0.088
120262,0.035,0.965,0
120263,0.282,0.513,0.205
120264,0,1,0
120265,0,1,0
120266,0,1,0
120267,0,1,0
120268,0,0.423,0.577
120269,0,0.819,0.181
120270,0,0.931,0.069
120271,0.121,0.727,0.152
120272,0,0.583,0.417
120273,0.118,0.672,0.21
120274,0,0.328,0.672
120275,0,0.667,0.333
120276,0,1,0
120277,0,0.734,0.266
120278,0,1,0
120279,0,0.256,0.744
120280,0,0.256,0.744
120281,0.681,0.319,0
120282,0,1,0
120283,0.574,0.426,0
120284,0,0.448,0.552
120285,0,1,0
120286,0,1,0
120287,0,1,0
120288,0.524,0.476,0
120289,0,1,0
120290,0,1,0
120291,0,1,0
120292,0,0.802,0.198
120293,0,0.385,0.615
120294,0.288,0.712,0
120295,0.471,0.529,0
120296,0,1,0
120297,0,1,0
120298,0,0.769,0.231
120299,0,1,0
120300,0.217,0.615,0.168
120301,0,0.645,0.355
120302,0,1,0
120303,0,1,0
120304,0,0.61,0.39
120305,0,1,0
120306,0.064,0.887,0.05
120307,0.074,0.926,0
120308,0,0.587,0.413
120309,0,0.619,0.381
120310,0,1,0
120311,0.063,0.787,0.15
120312,0,0.636,0.364
120313,0,0.744,0.256
120314,0,0.526,0.474
120315,0.112,0.888,0
120316,0,1,0
120317,0,0.634,0.366
120318,0,0.696,0.304
120319,0,0.925,0.075
120320,0,0.474,0.526
120321,0,0,1
120322,0,1,0
120323,0,0.279,0.721
120324,0,0.807,0.193
120325,0,1,0
120326,0,0.359,0.641
120327,0.341,0.43,0.229
120328,0,0.705,0.295
120329,0.181,0.717,0.102
120330,0.104,0.896,0
120331,0,0.449,0.551
120332,0,1,0
120333,0.201,0.799,0
120334,0,0.554,0.446
120335,0,0.77,0.23
120336,0,0.658,0.342
120337,0.128,0.872,0
120338,0,0.558,0.442
120339,0.278,0.722,0
120340,0,0.886,0.114
120341,0.231,0.769,0
120342,0,0.213,0.787
120343,0,1,0
120344,0,0.572,0.428
120345,0,0.765,0.235
120346,0,0.645,0.355
120347,0,0.53,0.47
120348,0,0.845,0.155
120349,0.144,0.856,0
120350,0,0.778,0.222
120351,0,1,0
120352,0,0.441,0.559
120353,0,0.351,0.649
120354,0,0.726,0.274
120355,0,0.127,0.873
120356,0,1,0
120357,0,1,0
120358,0.491,0.509,0
120359,0,0.722,0.278
120360,0,0.715,0.285
120361,0,0.731,0.269
120362,0,0.879,0.121
120363,0,1,0
120364,0.106,0.771,0.123
120365,0,0.768,0.232
120366,0.059,0.626,0.314
120367,0,0.684,0.316
120368,0,0.739,0.261
120369,0.152,0.798,0.05
120370,0.195,0.555,0.25
120371,0,0.588,0.412
120372,0.524,0.476,0
120373,0,0.551,0.449
120374,0,0.55,0.45
120375,0.18,0.82,0
120376,0.057,0.943,0
120377,0,0.644,0.356
120378,0,1,0
120379,0.086,0.914,0
120380,0.393,0.607,0
120381,0,1,0
120382,0.73,0.27,0
120383,0.239,0.761,0
120384,0.412,0.588,0
120385,0.176,0.506,0.317
120386,0,0.652,0.348
120387,0.241,0.759,0
120388,0,1,0
120389,0.171,0.829,0
120390,0,0.517,0.483
120391,0,1,0
120392,0,1,0
120393,0,0.734,0.266
120394,0.136,0.864,0
120395,0,0.83,0.17
120396,0,1,0
120397,0,0.798,0.202
120398,0,0.747,0.253
120399,0,0.848,0.152
120400,0.108,0.755,0.137
120401,0.123,0.877,0
120402,0.115,0.805,0.08
120403,0,0.824,0.176
120404,0,0.853,0.147
120405,0,1,0
120406,0,0.558,0.442
120407,0,1,0
120408,0.227,0.773,0
120409,0.504,0.496,0
120410,0,1,0
120411,0,0,1
120412,0,0,1
120413,0,0.256,0.744
120414,0,0,1
120415,0,0.256,0.744
120416,0,1,0
120417,0.127,0.873,0
120418,0,1,0
120419,0,1,0
120420,0,0.911,0.089
120421,0,0.753,0.247
120422,0,0.564,0.436
120423,0,1,0
120424,0,1,0
120425,0.087,0.867,0.046
120426,0,0.455,0.545
120427,0.337,0.663,0
120428,0.526,0.474,0
120429,0.179,0.671,0.15
120430,0.106,0.695,0.2
120431,0,0.769,0.231
120432,0.143,0.708,0.149
120433,0,0.704,0.296
120434,0.14,0.676,0.185
120435,0,1,0
120436,0,0.334,0.666
120437,0,0.541,0.459
120438,0.263,0.543,0.194
120439,0,1,0
120440,0.08,0.829,0.091
120441,0.236,0.684,0.08
120442,0.12,0.675,0.205
120443,0,0.707,0.293
120444,0,1,0
120445,0,0,1
120446,0.121,0.416,0.462
120447,0.099,0.901,0
120448,0,1,0
120449,0.076,0.819,0.105
120450,0.564,0.436,0
120451,0,0.238,0.762
120452,0,0,1
120453,0,0,1
120454,0.184,0.816,0
120455,0,1,0
120456,0,0.556,0.444
120457,0,1,0
120458,0,1,0
120459,0,0.406,0.594
120460,0,0.545,0.455
120461,0,0.473,0.527
120462,0,0.377,0.623
120463,0,0.889,0.111
120464,0.283,0.717,0
120465,0,0.508,0.492
120466,0,0.58,0.42
120467,0,0.508,0.492
120468,0,0.508,0.492
120469,0,0.58,0.42
120470,0,0.667,0.333
120471,0,1,0
120472,0,0.508,0.492
120473,0,0.508,0.492
120474,0,1,0
120475,0,0.734,0.266
120476,0,0.385,0.615
120477,0,0.385,0.615
120478,0,0.385,0.615
120479,0,0.385,0.615
120480,0,0.385,0.615
120481,0,0.385,0.615
120482,0,0.385,0.615
120483,0,0.385,0.615
120484,0,0.385,0.615
120485,0,0.385,0.615
120486,0.252,0.488,0.26
120487,0,0.256,0.744
120488,0,1,0
120489,0.162,0.838,0
120490,0.355,0.645,0
120491,0,0.652,0.348
120492,0,1,0
120493,0,1,0
120494,0,0.233,0.767
120495,0,0.355,0.645
120496,0,0.552,0.448
120497,0,0.64,0.36
120498,0,0.506,0.494
120499,0,1,0
120500,0,0.563,0.437
120501,0,0.351,0.649
120502,0,0.439,0.561
120503,0,1,0
120504,0.078,0.922,0
120505,0.104,0.824,0.071
120506,0.088,0.702,0.211
120507,0,0.92,0.08
120508,0,1,0
120509,0,0.518,0.482
120510,0.351,0.649,0
120511,0,0.556,0.444
120512,0,0.619,0.381
120513,0,0.798,0.202
120514,0.134,0.866,0
120515,0,0.67,0.33
120516,0.129,0.697,0.174
120517,0,0.424,0.576
120518,0,0.917,0.083
120519,1,0,0
120520,0,1,0
120521,0.737,0.263,0
120522,0.194,0.599,0.207
120523,0.508,0.492,0
120524,0,0.819,0.181
120525,0.464,0.536,0
120526,0,0.092,0.908
120527,0,1,0
120528,0,0.213,0.787
120529,0.277,0.723,0
120530,0.153,0.847,0
120531,0,0.628,0.372
120532,0,0.706,0.294
120533,0,1,0
120534,0.167,0.833,0
120535,0,0.261,0.739
120536,0,0.556,0.444
120537,0,0.574,0.426
120538,0,0.629,0.371
120539,0,0.549,0.451
120540,0.091,0.532,0.378
120541,0.107,0.695,0.198
120542,0.067,0.689,0.244
120543,0.338,0.513,0.149
120544,0.19,0.81,0
120545,0.124,0.765,0.111
120546,0.231,0.769,0
120547,0,0.618,0.382
120548,0,0.494,0.506
120549,0,0,1
120550,0,0.408,0.592
120551,0,0.421,0.579
120552,0,0.396,0.604
120553,0,0.462,0.538
120554,0.044,0.817,0.139
120555,0,0.588,0.412
120556,0,0.684,0.316
120557,0.221,0.779,0
120558,0,0.719,0.281
120559,0,0.323,0.677
120560,0,0.404,0.596
120561,0,0,1
120562,0,0.213,0.787
120563,0,0.338,0.662
120564,0,0.448,0.552
120565,0,0.769,0.231
120566,0,0.717,0.283
120567,0,0.551,0.449
120568,0,0.673,0.327
120569,0,0.64,0.36
120570,0.113,0.546,0.341
120571,0.199,0.602,0.199
120572,0,0.284,0.716
120573,0,0.556,0.444
120574,0.186,0.814,0
120575,0,1,0
120576,0,0.489,0.511
120577,0,0,1
120578,0,0.682,0.318
120579,0.546,0.175,0.279
120580,0.12,0.772,0.108
120581,0,0.556,0.444
120582,0.141,0.47,0.389
120583,0,1,0
120584,0,0.87,0.13
120585,0,1,0
120586,0,1,0
120587,0,0.469,0.531
120588,0.099,0.754,0.147
120589,0,0.725,0.275
120590,0.285,0.715,0
120591,0,0.556,0.444
120592,0,1,0
120593,0,0.734,0.266
120594,0,0.182,0.818
120595,0,0.839,0.161
120596,0.208,0.792,0
120597,0,1,0
120598,0,1,0
120599,0,0.716,0.284
120600,0,0.744,0.256
120601,0,0.757,0.243
120602,0,1,0
120603,0,0.529,0.471
120604,0,0,1
120605,0,0.259,0.741
120606,0,0.705,0.295
120607,0,0.626,0.374
120608,0,0.661,0.339
120609,0,0.351,0.649
120610,0,0.632,0.368
120611,0,0.328,0.672
120612,0,0,1
120613,0,0.379,0.621
120614,0,0.328,0.672
120615,0,0.946,0.054
120616,0.07,0.66,0.27
120617,0,0.592,0.408
120618,0,0.822,0.178
120619,0.2,0.593,0.207
120620,0,0.936,0.064
120621,0,1,0
120622,0,1,0
120623,0.117,0.745,0.138
120624,0,0.765,0.235
120625,0,0.702,0.298
120626,0,1,0
120627,0,1,0
120628,0,0.526,0.474
120629,0,0.408,0.592
120630,0,0.769,0.231
120631,0,0.133,0.867
120632,0,0.345,0.655
120633,0,0,1
120634,0,0,1
120635,0,0,1
120636,0,0,1
120637,0,0,1
120638,0,0,1
120639,0,0,1
120640,0,0.686,0.314
120641,0,0.62,0.38
120642,0,0.574,0.426
120643,0,0.859,0.141
120644,0,0.829,0.171
120645,0,0.519,0.481
120646,0,1,0
120647,0.078,0.82,0.102
120648,0.096,0.786,0.118
120649,0.474,0.526,0
120650,0.251,0.749,0
120651,0.18,0.82,0
120652,0,0.606,0.394
120653,0,0.435,0.565
120654,0,0.507,0.493
120655,0,0.938,0.062
120656,0.054,0.671,0.275
120657,0,0.811,0.189
120658,0.157,0.72,0.123
120659,0,1,0
120660,0,1,0
120661,0,0.238,0.762
120662,0,0.238,0.762
120663,0,0.291,0.709
120664,0.106,0.845,0.049
120665,0.244,0.756,0
120666,0,0.928,0.072
120667,0.072,0.843,0.085
120668,0,0.756,0.244
120669,0,0.641,0.359
120670,0,0.86,0.14
120671,0,0.534,0.466
120672,0.071,0.78,0.149
120673,0,0.58,0.42
120674,0,0.6,0.4
120675,0,0.706,0.294
120676,0.074,0.673,0.253
120677,0.045,0.914,0.042
120678,0,1,0
120679,0,1,0
120680,0,0.514,0.486
120681,0,0.185,0.815
120682,0,0.484,0.516
120683,0.124,0.876,0
120684,0.192,0.454,0.354
120685,0,0.729,0.271
120686,0.313,0.687,0
120687,0.064,0.882,0.054
120688,0.202,0.798,0
120689,0,0.328,0.672
120690,0,0.55,0.45
120691,0,0.649,0.351
120692,0,0.507,0.493
120693,0,0.185,0.815
120694,0.205,0.795,0
120695,0.147,0.559,0.294
120696,0.102,0.689,0.21
120697,0,0.869,0.131
120698,0,0.773,0.227
120699,0.178,0.698,0.124
120700,0,0.351,0.649
120701,0,0.476,0.524
120702,0,0.707,0.293
120703,0.134,0.866,0
120704,0,0.594,0.406
120705,0,0.797,0.203
120706,0,0.81,0.19
120707,0,1,0
120708,0,1,0
120709,0,0.858,0.142
120710,0.184,0.816,0
120711,0,1,0
120712,0,0.351,0.649
120713,0,1,0
120714,0,1,0
120715,0,0.351,0.649
120716,0,1,0
120717,0,0.876,0.124
120718,0,0.695,0.305
120719,0,0.593,0.407
120720,0,0.647,0.353
120721,0,0.775,0.225
120722,0,0.664,0.336
120723,0.06,0.679,0.26
120724,0,0.673,0.327
120725,0,1,0
120726,0,0.738,0.262
120727,0.35,0.65,0
120728,0,1,0
120729,0,0.594,0.406
120730,0,0.657,0.343
120731,0,0.796,0.204
120732,0,0.328,0.672
120733,0.191,0.809,0
120734,0,0.838,0.162
120735,0,0.672,0.328
120736,0.239,0.761,0
120737,0,1,0
120738,0,1,0
120739,0.219,0.476,0.305
120740,0,0.738,0.262
120741,0,1,0
120742,0,0.687,0.313
120743,0,1,0
120744,0,0.543,0.457
120745,0,0.719,0.281
120746,0,0.307,0.693
120747,0.239,0.555,0.207
120748,0,0.308,0.692
120749,0.211,0.439,0.35
120750,0.413,0.587,0
120751,0,1,0
120752,0,0.457,0.543
120753,0,0.58,0.42
120754,0.163,0.837,0
120755,0.127,0.635,0.238
120756,0,0.621,0.379
120757,0.306,0.694,0
120758,0,0.298,0.702
120759,0.126,0.457,0.417
120760,0,1,0
120761,0,0.371,0.629
120762,0,0.561,0.439
120763,0,0.758,0.242
120764,0.396,0.604,0
120765,0.151,0.793,0.056
120766,0.205,0.712,0.083
120767,0.097,0.735,0.168
120768,0,1,0
120769,0.065,0.935,0
120770,0,1,0
120771,0,0.628,0.372
120772,0,1,0
120773,0,0.619,0.381
120774,0,0.769,0.231
120775,0,0.769,0.231
120776,0,1,0
120777,0.119,0.881,0
120778,0.235,0.765,0
120779,0.223,0.777,0
120780,0,1,0
120781,0.197,0.803,0
120782,0.343,0.657,0
120783,0,0.91,0.09
120784,0.306,0.694,0
120785,0,0.517,0.483
120786,0.062,0.646,0.293
120787,0.098,0.63,0.273
120788,0,0.738,0.262
120789,0,1,0
120790,0,1,0
120791,0,1,0
120792,0.068,0.873,0.059
120793,0,1,0
120794,0,0.685,0.315
120795,0,1,0
120796,0.164,0.836,0
120797,0,1,0
120798,0,1,0
120799,0,1,0
120800,0,1,0
120801,0,0.429,0.571
120802,0,0.75,0.25
120803,0,1,0
120804,0.33,0.094,0.575
120805,0,1,0
120806,0,1,0
120807,0,1,0
120808,0.059,0.861,0.08
120809,0,1,0
120810,0.256,0.744,0
120811,0,0.556,0.444
120812,0.072,0.749,0.18
120813,0,0.85,0.15
120814,0,1,0
120815,0,0.286,0.714
120816,0.197,0.803,0
120817,0,1,0
120818,0.14,0.64,0.221
120819,0,0.872,0.128
120820,0,0.791,0.209
120821,0,1,0
120822,0.114,0.716,0.17
120823,0.258,0.742,0
120824,0.122,0.723,0.155
120825,0,0.31,0.69
120826,0.075,0.925,0
120827,0,0.256,0.744
120828,0.467,0.533,0
120829,0.309,0.691,0
120830,0,0.253,0.747
120831,0,1,0
120832,0,1,0
120833,0,0.701,0.299
120834,0.064,0.936,0
120835,0.115,0.766,0.119
120836,0,1,0
120837,0,1,0
120838,0,1,0
120839,0.6,0.4,0
120840,0,1,0
120841,0,1,0
120842,0,1,0
120843,0,0.492,0.508
120844,0.292,0.708,0
120845,0.491,0.509,0
120846,0,0.829,0.171
120847,0,0.867,0.133
120848,0,0.649,0.351
120849,0.135,0.531,0.334
120850,0.242,0.758,0
120851,0.194,0.61,0.196
120852,0,0.65,0.35
120853,0,0.744,0.256
120854,0.067,0.645,0.288
120855,0,0.526,0.474
120856,0.507,0.493,0
120857,0,0.417,0.583
120858,0,0.507,0.493
120859,0,0.567,0.433
120860,0,1,0
120861,0.082,0.544,0.375
120862,0,0.839,0.161
120863,0,0.571,0.429
120864,0,0.649,0.351
120865,0.138,0.591,0.271
120866,0.131,0.869,0
120867,0.176,0.824,0
120868,0.736,0.264,0
120869,0.524,0.476,0
120870,0.466,0.534,0
120871,0,1,0
120872,0.185,0.662,0.152
120873,0,0.653,0.347
120874,0,0.256,0.744
120875,0.118,0.517,0.365
120876,0,0.615,0.385
120877,0.095,0.905,0
120878,0.25,0.416,0.333
120879,0,0.488,0.512
120880,0,1,0
120881,0,1,0
120882,0,0.622,0.378
120883,0.299,0.701,0
120884,0,0.596,0.404
120885,0,0.631,0.369
120886,0,0.684,0.316
120887,0,0.591,0.409
120888,0,0.839,0.161
120889,0.166,0.644,0.19
120890,0,0.595,0.405
120891,0,1,0
120892,0,1,0
120893,0,0.404,0.596
120894,0,0.224,0.776
120895,0.299,0.23,0.471
120896,0,1,0
120897,0.127,0.594,0.279
120898,0,0.351,0.649
120899,0,1,0
120900,0,1,0
120901,0,0.556,0.444
120902,0,0.6,0.4
120903,0,1,0
120904,0,1,0
120905,0,1,0
120906,0,1,0
120907,0,0.635,0.365
120908,0,1,0
120909,0,0.42,0.58
120910,0,0.625,0.375
120911,0.245,0.755,0
120912,0,1,0
120913,0.157,0.843,0
120914,0.147,0.853,0
120915,0,1,0
120916,0,1,0
120917,0.316,0.684,0
120918,0.268,0.732,0
120919,0,0.185,0.815
120920,0,0.331,0.669
120921,0,0.209,0.791
120922,0,0,1
120923,0,0,1
120924,0,0.393,0.607
120925,0.445,0.182,0.373
120926,0.296,0.704,0
120927,0.115,0.885,0
120928,0.084,0.65,0.266
120929,0.145,0.855,0
120930,0.292,0.708,0
120931,0,0.538,0.462
120932,0.62,0.38,0
120933,0.089,0.889,0.023
120934,0,1,0
120935,0.061,0.905,0.034
120936,0,0.928,0.072
120937,0,0.628,0.372
120938,0.206,0.72,0.075
120939,0,0.681,0.319
120940,0,0.728,0.272
120941,0,1,0
120942,0,1,0
120943,0.201,0.799,0
120944,0.187,0.642,0.171
120945,0.19,0.733,0.077
120946,0.08,0.92,0
120947,0.124,0.876,0
120948,0.237,0.763,0
120949,0,0.813,0.187
120950,0.057,0.943,0
120951,0,1,0
120952,0.111,0.404,0.485
120953,0.362,0.638,0
120954,0,1,0
120955,0,1,0
120956,0,0.484,0.516
120957,0,0.556,0.444
120958,0,1,0
120959,0,0.233,0.767
120960,0,0.503,0.497
120961,0,0.643,0.357
120962,0,0.392,0.608
120963,0,1,0
120964,0,1,0
120965,0.377,0.29,0.333
120966,0,0.632,0.368
120967,0,0.556,0.444
120968,0,0.492,0.508
120969,0.224,0.776,0
120970,0,1,0
120971,0.171,0.829,0
120972,0.21,0.599,0.191
120973,0,1,0
120974,0.13,0.87,0
120975,0.371,0.629,0
120976,0,1,0
120977,0,1,0
120978,0,1,0
120979,0,0.782,0.218
120980,0,0.539,0.461
120981,0.831,0.169,0
120982,0.103,0.729,0.167
120983,0,0.718,0.282
120984,0,0.793,0.207
120985,0.074,0.831,0.095
120986,0,0.747,0.253
120987,0.08,0.756,0.164
120988,0,0.527,0.473
120989,0.35,0.424,0.226
120990,0,1,0
120991,0,1,0
120992,0,0.558,0.442
120993,0,0.588,0.412
120994,0,1,0
120995,0,0.574,0.426
120996,0,0.612,0.388
120997,0.13,0.767,0.103
120998,0.108,0.892,0
120999,0,1,0
121000,0.121,0.684,0.195
121001,0,0.765,0.235
121002,0,1,0
121003,0.138,0.661,0.201
121004,0,1,0
121005,0,0.735,0.265
121006,0,1,0
121007,0,1,0
121008,0,1,0
121009,0,1,0
121010,0.138,0.57,0.292
121011,0.231,0.769,0
121012,0,0.756,0.244
121013,0,0.896,0.104
121014,0,1,0
121015,0,1,0
121016,0.22,0.284,0.496
121017,0.147,0.396,0.457
121018,0.114,0.589,0.298
121019,0,0.635,0.365
121020,0.192,0.808,0
121021,0.138,0.767,0.096
121022,0,0.556,0.444
121023,0.113,0.887,0
121024,0,0.553,0.447
121025,0.237,0.763,0
121026,0,1,0
121027,0,1,0
121028,0,1,0
121029,0,1,0
121030,0,0.775,0.225
121031,0.839,0.161,0
121032,0.292,0.708,0
121033,0,1,0
121034,0,1,0
121035,0.154,0.798,0.048
121036,0,1,0
121037,0,1,0
121038,0,1,0
121039,0,0.659,0.341
121040,0.24,0.76,0
121041,0,1,0
121042,0,0.628,0.372
121043,0.293,0.432,0.276
121044,0,0.225,0.775
121045,0,0.811,0.189
121046,0.664,0.336,0
121047,0,0.856,0.144
121048,1,0,0
121049,0,0.264,0.736
121050,0.133,0.867,0
121051,0.07,0.792,0.138
121052,0,0.586,0.414
121053,0,0.78,0.22
121054,0,0,1
121055,0,0.238,0.762
121056,0,0.848,0.152
121057,0,1,0
121058,0,0.932,0.068
121059,0,0.806,0.194
121060,0,1,0
121061,0.197,0.536,0.267
121062,0.159,0.841,0
121063,0.063,0.894,0.043
121064,0,1,0
121065,0.073,0.86,0.067
121066,0,1,0
121067,0,1,0
121068,0,0,1
121069,0,0.584,0.416
121070,0,0.13,0.87
121071,0,0.263,0.737
121072,0,0.256,0.744
121073,0,0.654,0.346
121074,0,0.641,0.359
121075,0,0.09,0.91
121076,0,0.175,0.825
121077,0,0.492,0.508
121078,0,0.379,0.621
121079,0.047,0.933,0.02
121080,0.267,0.603,0.131
121081,0,1,0
121082,0,1,0
121083,0,1,0
121084,0.306,0.694,0
121085,0.109,0.722,0.17
121086,0,1,0
121087,0,1,0
121088,0,1,0
121089,0,0.769,0.231
121090,0.11,0.7,0.19
121091,0,0.831,0.169
121092,0,1,0
121093,0.149,0.793,0.058
121094,0,0.679,0.321
121095,0,0.64,0.36
121096,0,0,1
121097,0,0,1
121098,0,0,1
121099,0,0,1
121100,0,0,1
121101,0,1,0
121102,0,0.256,0.744
121103,0.054,0.911,0.035
121104,0,1,0
121105,0.16,0.84,0
121106,0.084,0.841,0.075
121107,0,0.556,0.444
121108,0,0.632,0.368
121109,0,1,0
121110,0,1,0
121111,0,0.917,0.083
121112,0,0.834,0.166
121113,0.143,0.857,0
121114,0.268,0.732,0
121115,0,1,0
121116,0.13,0.551,0.319
121117,0.426,0.574,0
121118,0.131,0.746,0.122
121119,0.066,0.934,0
121120,0.083,0.917,0
121121,0,0.748,0.252
121122,0,1,0
121123,0,0,1
121124,0,0.256,0.744
121125,0,0.526,0.474
121126,0,0.526,0.474
121127,0,0.417,0.583
121128,0,0,1
121129,0,0.408,0.592
121130,0,0.408,0.592
121131,0,0.408,0.592
121132,0,0.408,0.592
121133,0,0.408,0.592
121134,0,0.306,0.694
121135,0.571,0.105,0.324
121136,0,0.408,0.592
121137,0,0.408,0.592
121138,0,0.661,0.339
121139,0,0.48,0.52
121140,0.091,0.909,0
121141,0,0.84,0.16
121142,0.038,0.696,0.266
121143,0.133,0.747,0.12
121144,0.176,0.74,0.084
121145,0.127,0.873,0
121146,0.069,0.84,0.091
121147,0,1,0
121148,0,0.584,0.416
121149,0,1,0
121150,0,0.46,0.54
121151,0,0.526,0.474
121152,0.324,0.676,0
121153,0.1,0.848,0.052
121154,0.148,0.678,0.175
121155,0,0.877,0.123
121156,0.165,0.735,0.1
121157,0.089,0.682,0.228
121158,0,0.919,0.081
121159,0.056,0.792,0.152
121160,0.116,0.841,0.043
121161,0.251,0.749,0
121162,0,1,0
121163,0,0.351,0.649
121164,0.192,0.808,0
121165,0.186,0.659,0.156
121166,0.189,0.765,0.046
121167,0.068,0.855,0.077
121168,0,1,0
121169,0,1,0
121170,0,1,0
121171,0,1,0
121172,0.289,0.711,0
121173,0,0.867,0.133
121174,0,1,0
121175,0,0,1
121176,0,0.667,0.333
121177,0.491,0.509,0
121178,0,1,0
121179,0.072,0.805,0.123
121180,0,1,0
121181,0.159,0.841,0
121182,0.043,0.957,0
121183,0,0.823,0.177
121184,0,0.846,0.154
121185,0,1,0
121186,0.031,0.969,0
121187,0,1,0
121188,0,1,0
121189,0,0.481,0.519
121190,0,0.502,0.498
121191,0.094,0.906,0
121192,0.246,0.754,0
121193,0,0.295,0.705
121194,0,1,0
121195,0.214,0.786,0
121196,0.167,0.833,0
121197,0,0.775,0.225
121198,0,1,0
121199,0.1,0.759,0.141
121200,0,0.814,0.186
121201,0,0.496,0.504
121202,0,0.451,0.549
121203,0,0.48,0.52
121204,0,0.783,0.217
121205,0,0.213,0.787
121206,0,0.408,0.592
121207,0,0.408,0.592
121208,0,0.256,0.744
121209,0,0.256,0.744
121210,0,0.496,0.504
121211,0,0.508,0.492
121212,0,0.635,0.365
121213,0,0.341,0.659
121214,0,0.433,0.567
121215,0,1,0
121216,0,1,0
121217,0.174,0.725,0.101
121218,0,0.741,0.259
121219,0.449,0.551,0
121220,0,0.763,0.237
121221,0.153,0.509,0.338
121222,0,1,0
121223,0,1,0
121224,0,0.658,0.342
121225,0,0.813,0.187
121226,0.446,0.554,0
121227,0.183,0.666,0.151
121228,0,0.791,0.209
121229,0.403,0.597,0
121230,0,0.885,0.115
121231,0,0.895,0.105
121232,0,0.701,0.299
121233,0,0.722,0.278
121234,0,1,0
121235,0,0.781,0.219
121236,0,0.313,0.687
121237,0,0.451,0.549
121238,0,0.72,0.28
121239,0,0.448,0.552
121240,0,0.78,0.22
121241,0,1,0
121242,0,1,0
121243,0,1,0
121244,0.205,0.795,0
121245,0.171,0.829,0
121246,0.135,0.865,0
121247,0.164,0.492,0.344
121248,0,0.694,0.306
121249,0.167,0.419,0.413
121250,0,0.686,0.314
121251,0,0.517,0.483
121252,0,0.595,0.405
121253,0,0.321,0.679
121254,0,0.353,0.647
121255,0,0.513,0.487
121256,0,0.724,0.276
121257,0.134,0.765,0.1
121258,0.13,0.87,0
121259,0,1,0
121260,0,0.488,0.512
121261,0,1,0
121262,0,0.196,0.804
121263,0,0.519,0.481
121264,0,1,0
121265,0,1,0
121266,0,1,0
121267,0.179,0.821,0
121268,0,0.895,0.105
121269,0.423,0.577,0
121270,0,0.592,0.408
121271,0.091,0.909,0
121272,0,1,0
121273,0.121,0.879,0
121274,0,0.543,0.457
121275,0,1,0
121276,0,1,0
121277,0,0,1
121278,0,0,1
121279,0,0,1
121280,0,0,1
121281,0,0,1
121282,0,0,1
121283,0,0,1
121284,0,0,1
121285,0,0,1
121286,0.149,0.851,0
121287,0,1,0
121288,0.112,0.72,0.168
121289,0,1,0
121290,0,0.291,0.709
121291,0.038,0.818,0.145
121292,0.238,0.762,0
121293,0,0.617,0.383
121294,0,1,0
121295,0,0.529,0.471
121296,0,0.743,0.257
121297,0,0.635,0.365
121298,0,1,0
121299,0,1,0
121300,0,1,0
121301,0.071,0.715,0.214
121302,0,1,0
121303,0,1,0
121304,0,1,0
121305,0,1,0
121306,0,1,0
121307,0.172,0.711,0.117
121308,0.196,0.804,0
121309,0,0.515,0.485
121310,0,0.901,0.099
121311,0.191,0.809,0
121312,0,1,0
121313,0,0.238,0.762
121314,0.133,0.788,0.079
121315,0,1,0
121316,0.333,0.667,0
121317,0.309,0.691,0
121318,0,1,0
121319,0,0.196,0.804
121320,0,0.922,0.078
121321,0,0.508,0.492
121322,0.239,0.761,0
121323,0.186,0.426,0.388
121324,0,0.709,0.291
121325,0,0.436,0.564
121326,0,0.238,0.762
121327,0.423,0.577,0
121328,0,0.385,0.615
121329,0,1,0
121330,0,0.247,0.753
121331,0,1,0
121332,0,0.417,0.583
121333,0,0.385,0.615
121334,0,1,0
121335,0.153,0.847,0
121336,0.06,0.766,0.174
121337,1,0,0
121338,0.342,0.658,0
121339,0,1,0
121340,0.831,0.169,0
121341,0,0.577,0.423
121342,0.355,0.645,0
121343,0,1,0
121344,0,1,0
